# Reference library (divisor): control
# Comparison library (numerator): AS
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	AS_C1 raw countings	AS_C2 raw countings	AS_C3 raw countings	control_A1 raw countings	control_A2 raw countings	control_A3 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	CP032921.1	Genbank	gene	5563	6198	.	+	.	ID=gene-At1D1108_00060;Name=grpE;gbkey=Gene;gene=grpE;gene_biotype=protein_coding;locus_tag=At1D1108_00060	0	23.0	10.25	3.25	7.75	57.0	8.88595791886992	-0.19280641614036	0.407283727628095	-0.473395824731839	0.635930808117019	NA
sense	CP032921.1	Genbank	CDS	5563	6198	.	+	0	ID=cds-AYM09636.1;Parent=gene-At1D1108_00060;Dbxref=NCBI_GP:AYM09636.1;Name=AYM09636.1;gbkey=CDS;gene=grpE;locus_tag=At1D1108_00060;product=GRPE protein;protein_id=AYM09636.1;transl_table=11	0	23.0	10.25	3.25	7.75	57.0	8.88595791886992	-0.19280641614036	0.407283727628095	-0.473395824731839	0.635930808117019	NA
sense	CP032921.1	Genbank	gene	6327	6788	.	-	.	ID=gene-At1D1108_00070;Name=ptsN;gbkey=Gene;gene=ptsN;gene_biotype=protein_coding;locus_tag=At1D1108_00070	4.055555555555555	16.5	4.75	14.0	3.5	27.5	9.7985924282767	-0.284361668214135	0.406015546150715	-0.70037137964313	0.483695405087049	NA
sense	CP032921.1	Genbank	CDS	6327	6788	.	-	0	ID=cds-AYM09637.1;Parent=gene-At1D1108_00070;Dbxref=NCBI_GP:AYM09637.1;Name=AYM09637.1;gbkey=CDS;gene=ptsN;locus_tag=At1D1108_00070;product=nitrogen regulatory IIA protein;protein_id=AYM09637.1;transl_table=11	4.055555555555555	16.5	4.75	14.0	3.5	27.5	9.7985924282767	-0.284361668214135	0.406015546150715	-0.70037137964313	0.483695405087049	NA
sense	CP032921.1	Genbank	gene	6871	7452	.	-	.	ID=gene-At1D1108_00080;Name=At1D1108_00080;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00080	2.3055555555555554	23.0	3.25	0.5	2.0	26.75	4.57142494123241	0.338586492591558	0.402562278405911	0.84107853803966	0.400303937558013	NA
sense	CP032921.1	Genbank	CDS	6871	7452	.	-	0	ID=cds-AYM09638.1;Parent=gene-At1D1108_00080;Dbxref=NCBI_GP:AYM09638.1;Name=AYM09638.1;gbkey=CDS;locus_tag=At1D1108_00080;product=sigma-54 modulation protein;protein_id=AYM09638.1;transl_table=11	2.3055555555555554	23.0	3.25	0.5	2.0	26.75	4.57142494123241	0.338586492591558	0.402562278405911	0.84107853803966	0.400303937558013	NA
sense	CP032921.1	Genbank	gene	7687	9237	.	-	.	ID=gene-At1D1108_00090;Name=rpoN;gbkey=Gene;gene=rpoN;gene_biotype=protein_coding;locus_tag=At1D1108_00090	3.8055555555555554	54.25	9.5	6.5	4.5	97.75	13.568718576448	0.131646504664332	0.390011014938356	0.33754560671867	0.735705638060245	0.999958075701613
sense	CP032921.1	Genbank	CDS	7687	9237	.	-	0	ID=cds-AYM09639.1;Parent=gene-At1D1108_00090;Dbxref=NCBI_GP:AYM09639.1;Name=AYM09639.1;gbkey=CDS;gene=rpoN;locus_tag=At1D1108_00090;product=RNA polymerase sigma-54 factor;protein_id=AYM09639.1;transl_table=11	3.8055555555555554	54.25	9.5	6.5	4.5	97.75	13.568718576448	0.131646504664332	0.390011014938356	0.33754560671867	0.735705638060245	0.999958075701613
sense	CP032921.1	Genbank	gene	9391	10200	.	-	.	ID=gene-At1D1108_00100;Name=At1D1108_00100;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00100	16.305555555555557	33.83333333333333	12.25	28.5	14.25	52.91666666666666	26.0418718684867	-0.0443743774435005	0.399345592001146	-0.111117734444339	0.911522985776839	0.999958075701613
sense	CP032921.1	Genbank	CDS	9391	10200	.	-	0	ID=cds-AYM09640.1;Parent=gene-At1D1108_00100;Dbxref=NCBI_GP:AYM09640.1;Name=AYM09640.1;gbkey=CDS;locus_tag=At1D1108_00100;product=ABC transporter%2C nucleotide binding/ATPase protein;protein_id=AYM09640.1;transl_table=11	16.305555555555557	33.83333333333333	12.25	28.5	14.25	52.91666666666666	26.0418718684867	-0.0443743774435005	0.399345592001146	-0.111117734444339	0.911522985776839	0.999958075701613
sense	CP032921.1	Genbank	gene	10210	10776	.	-	.	ID=gene-At1D1108_00110;Name=At1D1108_00110;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00110	1.3055555555555556	18.083333333333336	1.5	0.5	1.5	20.166666666666664	3.29512933075661	0.212079004948861	0.390123145665428	0.543620667743566	0.58670253442052	NA
sense	CP032921.1	Genbank	CDS	10210	10776	.	-	0	ID=cds-AYM09641.1;Parent=gene-At1D1108_00110;Dbxref=NCBI_GP:AYM09641.1;Name=AYM09641.1;gbkey=CDS;locus_tag=At1D1108_00110;product=hypothetical protein;protein_id=AYM09641.1;transl_table=11	1.3055555555555556	18.083333333333336	1.5	0.5	1.5	20.166666666666664	3.29512933075661	0.212079004948861	0.390123145665428	0.543620667743566	0.58670253442052	NA
sense	CP032921.1	Genbank	gene	10790	11455	.	-	.	ID=gene-At1D1108_00120;Name=At1D1108_00120;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00120	5.055555555555555	22.833333333333332	6.25	13.5	9.75	39.416666666666664	13.1583960975606	-0.377617437817723	0.39450071603301	-0.957203428209054	0.338464587059604	0.999958075701613
sense	CP032921.1	Genbank	CDS	10790	11455	.	-	0	ID=cds-AYM09642.1;Parent=gene-At1D1108_00120;Dbxref=NCBI_GP:AYM09642.1;Name=AYM09642.1;gbkey=CDS;locus_tag=At1D1108_00120;product=membrane protein;protein_id=AYM09642.1;transl_table=11	5.055555555555555	22.833333333333332	6.25	13.5	9.75	39.416666666666664	13.1583960975606	-0.377617437817723	0.39450071603301	-0.957203428209054	0.338464587059604	0.999958075701613
sense	CP032921.1	Genbank	gene	11705	12658	.	+	.	ID=gene-At1D1108_00130;Name=sppA;gbkey=Gene;gene=sppA;gene_biotype=protein_coding;locus_tag=At1D1108_00130	5.25	32.0	7.0	8.0	4.0	46.66666666666665	10.8633904964927	0.151597764830183	0.39323983626968	0.38550968352611	0.69985983344597	NA
sense	CP032921.1	Genbank	CDS	11705	12658	.	+	0	ID=cds-AYM09643.1;Parent=gene-At1D1108_00130;Dbxref=NCBI_GP:AYM09643.1;Name=AYM09643.1;gbkey=CDS;gene=sppA;locus_tag=At1D1108_00130;product=proteinase IV;protein_id=AYM09643.1;transl_table=11	5.25	32.0	7.0	8.0	4.0	46.66666666666665	10.8633904964927	0.151597764830183	0.39323983626968	0.38550968352611	0.69985983344597	NA
sense	CP032921.1	Genbank	gene	12685	12987	.	+	.	ID=gene-At1D1108_00140;Name=ihfB;gbkey=Gene;gene=ihfB;gene_biotype=protein_coding;locus_tag=At1D1108_00140	2.75	9.416666666666668	5.0	3.5	3.5	21.000000000000007	6.20220641973594	0.0101000915713613	0.408699310160965	0.0247127688260188	0.980284070141332	NA
sense	CP032921.1	Genbank	CDS	12685	12987	.	+	0	ID=cds-AYM09644.1;Parent=gene-At1D1108_00140;Dbxref=NCBI_GP:AYM09644.1;Name=AYM09644.1;gbkey=CDS;gene=ihfB;locus_tag=At1D1108_00140;product=integration host factor beta subunit;protein_id=AYM09644.1;transl_table=11	2.75	9.416666666666668	5.0	3.5	3.5	21.000000000000007	6.20220641973594	0.0101000915713613	0.408699310160965	0.0247127688260188	0.980284070141332	NA
sense	CP032921.1	Genbank	gene	13053	13394	.	+	.	ID=gene-At1D1108_00150;Name=At1D1108_00150;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00150	0.75	10.666666666666668	3.25	3.5	2.5	24.0	4.2823031688995	-0.168108819298354	0.405245921131108	-0.414831613429038	0.678265175141021	NA
sense	CP032921.1	Genbank	CDS	13053	13394	.	+	0	ID=cds-AYM09645.1;Parent=gene-At1D1108_00150;Dbxref=NCBI_GP:AYM09645.1;Name=AYM09645.1;gbkey=CDS;locus_tag=At1D1108_00150;product=membrane protein;protein_id=AYM09645.1;transl_table=11	0.75	10.666666666666668	3.25	3.5	2.5	24.0	4.2823031688995	-0.168108819298354	0.405245921131108	-0.414831613429038	0.678265175141021	NA
sense	CP032921.1	Genbank	gene	13488	14621	.	+	.	ID=gene-At1D1108_00160;Name=rlmI;gbkey=Gene;gene=rlmI;gene_biotype=protein_coding;locus_tag=At1D1108_00160	2.25	41.916666666666664	5.25	4.5	1.25	72.33333333333333	8.34066179594178	0.0999451146881078	0.408518250226962	0.244652753292126	0.806725313774282	NA
sense	CP032921.1	Genbank	CDS	13488	14621	.	+	0	ID=cds-AYM09646.1;Parent=gene-At1D1108_00160;Dbxref=NCBI_GP:AYM09646.1;Name=AYM09646.1;gbkey=CDS;gene=rlmI;locus_tag=At1D1108_00160;product=23S rRNA (cytosine1962-C5)-methyltransferase;protein_id=AYM09646.1;transl_table=11	2.25	41.916666666666664	5.25	4.5	1.25	72.33333333333333	8.34066179594178	0.0999451146881078	0.408518250226962	0.244652753292126	0.806725313774282	NA
sense	CP032921.1	Genbank	gene	14618	15478	.	+	.	ID=gene-At1D1108_00170;Name=trmH;gbkey=Gene;gene=trmH;gene_biotype=protein_coding;locus_tag=At1D1108_00170	1.25	25.083333333333336	4.0	1.0	1.75	46.83333333333333	5.35367311585791	0.0631736221216065	0.406334275458593	0.155472048353066	0.876449188163496	NA
sense	CP032921.1	Genbank	CDS	14618	15478	.	+	0	ID=cds-AYM09647.1;Parent=gene-At1D1108_00170;Dbxref=NCBI_GP:AYM09647.1;Name=AYM09647.1;gbkey=CDS;gene=trmH;locus_tag=At1D1108_00170;product=rRNA methylase;protein_id=AYM09647.1;transl_table=11	1.25	25.083333333333336	4.0	1.0	1.75	46.83333333333333	5.35367311585791	0.0631736221216065	0.406334275458593	0.155472048353066	0.876449188163496	NA
sense	CP032921.1	Genbank	gene	15478	15966	.	+	.	ID=gene-At1D1108_00180;Name=lspA;gbkey=Gene;gene=lspA;gene_biotype=protein_coding;locus_tag=At1D1108_00180	7.25	19.083333333333336	10.25	12.0	7.5	30.833333333333336	13.5739542350687	0.0363599780946049	0.398668075005659	0.0912036362432303	0.927330785693599	0.999958075701613
sense	CP032921.1	Genbank	CDS	15478	15966	.	+	0	ID=cds-AYM09648.1;Parent=gene-At1D1108_00180;Dbxref=NCBI_GP:AYM09648.1;Name=AYM09648.1;gbkey=CDS;gene=lspA;locus_tag=At1D1108_00180;product=lipoprotein signal peptidase;protein_id=AYM09648.1;transl_table=11	7.25	19.083333333333336	10.25	12.0	7.5	30.833333333333336	13.5739542350687	0.0363599780946049	0.398668075005659	0.0912036362432303	0.927330785693599	0.999958075701613
sense	CP032921.1	Genbank	gene	16022	18253	.	+	.	ID=gene-At1D1108_00190;Name=barA;gbkey=Gene;gene=barA;gene_biotype=protein_coding;locus_tag=At1D1108_00190	6.5	76.58333333333333	17.0	16.0	19.0	164.83333333333331	26.9511623119281	-0.290887260046541	0.36853157643417	-0.789314345492729	0.429928304179789	0.999958075701613
sense	CP032921.1	Genbank	CDS	16022	18253	.	+	0	ID=cds-AYM09649.1;Parent=gene-At1D1108_00190;Dbxref=NCBI_GP:AYM09649.1;Name=AYM09649.1;gbkey=CDS;gene=barA;locus_tag=At1D1108_00190;product=two component sensor kinase/response regulator hybrid;protein_id=AYM09649.1;transl_table=11	6.5	76.58333333333333	17.0	16.0	19.0	164.83333333333331	26.9511623119281	-0.290887260046541	0.36853157643417	-0.789314345492729	0.429928304179789	0.999958075701613
sense	CP032921.1	Genbank	gene	18349	19230	.	+	.	ID=gene-At1D1108_00200;Name=At1D1108_00200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00200	3.0	33.0	4.25	4.0	6.5	67.25	9.47302923222907	-0.164494945456776	0.401728633732419	-0.409467813953092	0.682196382286393	NA
sense	CP032921.1	Genbank	CDS	18349	19230	.	+	0	ID=cds-AYM09650.1;Parent=gene-At1D1108_00200;Dbxref=NCBI_GP:AYM09650.1;Name=AYM09650.1;gbkey=CDS;locus_tag=At1D1108_00200;product=hypothetical protein;protein_id=AYM09650.1;transl_table=11	3.0	33.0	4.25	4.0	6.5	67.25	9.47302923222907	-0.164494945456776	0.401728633732419	-0.409467813953092	0.682196382286393	NA
sense	CP032921.1	Genbank	gene	19358	22072	.	+	.	ID=gene-At1D1108_00210;Name=mutS;gbkey=Gene;gene=mutS;gene_biotype=protein_coding;locus_tag=At1D1108_00210	4.5	93.0	16.5	6.5	8.0	180.25	21.2468279413466	0.0647596855684689	0.391725053823421	0.165319233315265	0.868692721110028	0.999958075701613
sense	CP032921.1	Genbank	CDS	19358	22072	.	+	0	ID=cds-AYM09651.1;Parent=gene-At1D1108_00210;Dbxref=NCBI_GP:AYM09651.1;Name=AYM09651.1;gbkey=CDS;gene=mutS;locus_tag=At1D1108_00210;product=DNA mismatch repair protein MutS;protein_id=AYM09651.1;transl_table=11	4.5	93.0	16.5	6.5	8.0	180.25	21.2468279413466	0.0647596855684689	0.391725053823421	0.165319233315265	0.868692721110028	0.999958075701613
sense	CP032921.1	Genbank	gene	22168	24996	.	+	.	ID=gene-At1D1108_00220;Name=glnD;gbkey=Gene;gene=glnD;gene_biotype=protein_coding;locus_tag=At1D1108_00220	15.0	88.25	32.0	44.0	35.0	180.75	48.2097385719498	-0.29168339048179	0.391540447115224	-0.744963624143669	0.456293710481226	0.999958075701613
sense	CP032921.1	Genbank	CDS	22168	24996	.	+	0	ID=cds-AYM09652.1;Parent=gene-At1D1108_00220;Dbxref=NCBI_GP:AYM09652.1;Name=AYM09652.1;gbkey=CDS;gene=glnD;locus_tag=At1D1108_00220;product=uridylyltransferase/uridylyl-removing enzyme UTase;protein_id=AYM09652.1;transl_table=11	15.0	88.25	32.0	44.0	35.0	180.75	48.2097385719498	-0.29168339048179	0.391540447115224	-0.744963624143669	0.456293710481226	0.999958075701613
sense	CP032921.1	Genbank	gene	25004	26593	.	+	.	ID=gene-At1D1108_00230;Name=mviN;gbkey=Gene;gene=mviN;gene_biotype=protein_coding;locus_tag=At1D1108_00230	1.75	50.5	6.0	8.0	3.75	88.00000000000001	11.4801211617158	-0.123424424884456	0.39705223695465	-0.310851856247201	0.755913245569031	NA
sense	CP032921.1	Genbank	CDS	25004	26593	.	+	0	ID=cds-AYM09653.1;Parent=gene-At1D1108_00230;Dbxref=NCBI_GP:AYM09653.1;Name=AYM09653.1;gbkey=CDS;gene=mviN;locus_tag=At1D1108_00230;product=virulence factor MviN;protein_id=AYM09653.1;transl_table=11	1.75	50.5	6.0	8.0	3.75	88.00000000000001	11.4801211617158	-0.123424424884456	0.39705223695465	-0.310851856247201	0.755913245569031	NA
sense	CP032921.1	Genbank	gene	26593	26997	.	+	.	ID=gene-At1D1108_00240;Name=At1D1108_00240;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00240	0.25	15.75	3.5	3.0	1.25	26.25	3.8056121736547	0.015930960609687	0.399070788708309	0.0399201371296843	0.96815679679048	NA
sense	CP032921.1	Genbank	CDS	26593	26997	.	+	0	ID=cds-AYM09654.1;Parent=gene-At1D1108_00240;Dbxref=NCBI_GP:AYM09654.1;Name=AYM09654.1;gbkey=CDS;locus_tag=At1D1108_00240;product=hypothetical protein;protein_id=AYM09654.1;transl_table=11	0.25	15.75	3.5	3.0	1.25	26.25	3.8056121736547	0.015930960609687	0.399070788708309	0.0399201371296843	0.96815679679048	NA
sense	CP032921.1	Genbank	gene	27101	28165	.	+	.	ID=gene-At1D1108_00250;Name=trpS;gbkey=Gene;gene=trpS;gene_biotype=protein_coding;locus_tag=At1D1108_00250	2.0	33.25	7.25	3.0	2.25	75.0	8.50787415391424	0.0453019057856686	0.407682803445664	0.111120472589927	0.911520814499091	NA
sense	CP032921.1	Genbank	CDS	27101	28165	.	+	0	ID=cds-AYM09655.1;Parent=gene-At1D1108_00250;Dbxref=NCBI_GP:AYM09655.1;Name=AYM09655.1;gbkey=CDS;gene=trpS;locus_tag=At1D1108_00250;product=tryptophan-tRNA ligase;protein_id=AYM09655.1;transl_table=11	2.0	33.25	7.25	3.0	2.25	75.0	8.50787415391424	0.0453019057856686	0.407682803445664	0.111120472589927	0.911520814499091	NA
sense	CP032921.1	Genbank	gene	28281	28772	.	+	.	ID=gene-At1D1108_00260;Name=At1D1108_00260;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00260	0.75	23.5	5.0	4.5	4.75	31.75	6.680251201315	-0.0422411153225596	0.408288158015151	-0.103459075393982	0.917598628248833	NA
sense	CP032921.1	Genbank	CDS	28281	28772	.	+	0	ID=cds-AYM09656.1;Parent=gene-At1D1108_00260;Dbxref=NCBI_GP:AYM09656.1;Name=AYM09656.1;gbkey=CDS;locus_tag=At1D1108_00260;product=universal stress protein UspA;protein_id=AYM09656.1;transl_table=11	0.75	23.5	5.0	4.5	4.75	31.75	6.680251201315	-0.0422411153225596	0.408288158015151	-0.103459075393982	0.917598628248833	NA
sense	CP032921.1	Genbank	gene	28942	29505	.	+	.	ID=gene-At1D1108_00270;Name=At1D1108_00270;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00270	2.0	16.5	1.5	2.0	0.5	35.0	4.10046560571919	0.0780339134847888	0.397684358038213	0.196220726079678	0.844437406319053	NA
sense	CP032921.1	Genbank	CDS	28942	29505	.	+	0	ID=cds-AYM09657.1;Parent=gene-At1D1108_00270;Dbxref=NCBI_GP:AYM09657.1;Name=AYM09657.1;gbkey=CDS;locus_tag=At1D1108_00270;product=iron transporter;protein_id=AYM09657.1;transl_table=11	2.0	16.5	1.5	2.0	0.5	35.0	4.10046560571919	0.0780339134847888	0.397684358038213	0.196220726079678	0.844437406319053	NA
sense	CP032921.1	Genbank	gene	29527	30195	.	+	.	ID=gene-At1D1108_00280;Name=At1D1108_00280;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_00280	1.25	16.5	4.75	1.0	3.5	36.166666666666664	5.33968443897593	-0.0320992586977296	0.407648945610278	-0.0787424057964258	0.937237515227139	NA
sense	CP032921.1	Genbank	CDS	29527	30195	.	+	0	ID=cds-AYM09658.1;Parent=gene-At1D1108_00280;Dbxref=NCBI_GP:AYM09658.1;Name=AYM09658.1;gbkey=CDS;locus_tag=At1D1108_00280;product=O-sialoglycoprotein endopeptidase;protein_id=AYM09658.1;transl_table=11	1.25	16.5	4.75	1.0	3.5	36.166666666666664	5.33968443897593	-0.0320992586977296	0.407648945610278	-0.0787424057964258	0.937237515227139	NA
sense	CP032921.1	Genbank	gene	30235	30729	.	+	.	ID=gene-At1D1108_00290;Name=rimI;gbkey=Gene;gene=rimI;gene_biotype=protein_coding;locus_tag=At1D1108_00290	0.5	12.416666666666666	2.25	2.5	1.75	23.750000000000004	3.08462766167162	-0.186058044640347	0.390544920064014	-0.47640625977122	0.633784975905331	NA
sense	CP032921.1	Genbank	CDS	30235	30729	.	+	0	ID=cds-AYM09659.1;Parent=gene-At1D1108_00290;Dbxref=NCBI_GP:AYM09659.1;Name=AYM09659.1;gbkey=CDS;gene=rimI;locus_tag=At1D1108_00290;product=ribosomal-protein-alanine N-acetyltransferase;protein_id=AYM09659.1;transl_table=11	0.5	12.416666666666666	2.25	2.5	1.75	23.750000000000004	3.08462766167162	-0.186058044640347	0.390544920064014	-0.47640625977122	0.633784975905331	NA
sense	CP032921.1	Genbank	gene	30799	31227	.	+	.	ID=gene-At1D1108_00300;Name=fur;gbkey=Gene;gene=fur;gene_biotype=protein_coding;locus_tag=At1D1108_00300	2.5	12.166666666666666	3.75	8.0	4.0	26.75	6.79661711911849	-0.334937708991668	0.408682910244171	-0.819553988180119	0.412470412833891	NA
sense	CP032921.1	Genbank	CDS	30799	31227	.	+	0	ID=cds-AYM09660.1;Parent=gene-At1D1108_00300;Dbxref=NCBI_GP:AYM09660.1;Name=AYM09660.1;gbkey=CDS;gene=fur;locus_tag=At1D1108_00300;product=ferric uptake regulator;protein_id=AYM09660.1;transl_table=11	2.5	12.166666666666666	3.75	8.0	4.0	26.75	6.79661711911849	-0.334937708991668	0.408682910244171	-0.819553988180119	0.412470412833891	NA
sense	CP032921.1	Genbank	gene	31258	32052	.	+	.	ID=gene-At1D1108_00310;Name=plsC;gbkey=Gene;gene=plsC;gene_biotype=protein_coding;locus_tag=At1D1108_00310	2.5	24.416666666666664	6.75	7.0	7.75	59.83333333333333	10.3150508768248	-0.366751800183641	0.395573327045083	-0.927139862849861	0.353853921453635	NA
sense	CP032921.1	Genbank	CDS	31258	32052	.	+	0	ID=cds-AYM09661.1;Parent=gene-At1D1108_00310;Dbxref=NCBI_GP:AYM09661.1;Name=AYM09661.1;gbkey=CDS;gene=plsC;locus_tag=At1D1108_00310;product=1-acyl-sn-glycerol-3-phosphate acyltransferase;protein_id=AYM09661.1;transl_table=11	2.5	24.416666666666664	6.75	7.0	7.75	59.83333333333333	10.3150508768248	-0.366751800183641	0.395573327045083	-0.927139862849861	0.353853921453635	NA
sense	CP032921.1	Genbank	gene	32117	33520	.	+	.	ID=gene-At1D1108_00320;Name=miaB;gbkey=Gene;gene=miaB;gene_biotype=protein_coding;locus_tag=At1D1108_00320	2.25	46.0	6.0	5.5	4.75	82.0	10.8680583088711	-0.106420563430704	0.3978474423121	-0.267490882465497	0.78909123324335	NA
sense	CP032921.1	Genbank	CDS	32117	33520	.	+	0	ID=cds-AYM09662.1;Parent=gene-At1D1108_00320;Dbxref=NCBI_GP:AYM09662.1;Name=AYM09662.1;gbkey=CDS;gene=miaB;locus_tag=At1D1108_00320;product=miaB protein;protein_id=AYM09662.1;transl_table=11	2.25	46.0	6.0	5.5	4.75	82.0	10.8680583088711	-0.106420563430704	0.3978474423121	-0.267490882465497	0.78909123324335	NA
sense	CP032921.1	Genbank	gene	33540	34616	.	+	.	ID=gene-At1D1108_00330;Name=phoH;gbkey=Gene;gene=phoH;gene_biotype=protein_coding;locus_tag=At1D1108_00330	1.75	30.75	6.5	4.25	5.0	74.75	9.3156037561516	-0.184062195904644	0.402730258011286	-0.457035924773961	0.647645224116667	NA
sense	CP032921.1	Genbank	CDS	33540	34616	.	+	0	ID=cds-AYM09663.1;Parent=gene-At1D1108_00330;Dbxref=NCBI_GP:AYM09663.1;Name=AYM09663.1;gbkey=CDS;gene=phoH;locus_tag=At1D1108_00330;product=phosphate starvation inducible protein;protein_id=AYM09663.1;transl_table=11	1.75	30.75	6.5	4.25	5.0	74.75	9.3156037561516	-0.184062195904644	0.402730258011286	-0.457035924773961	0.647645224116667	NA
sense	CP032921.1	Genbank	gene	34626	35132	.	+	.	ID=gene-At1D1108_00340;Name=ybeY;gbkey=Gene;gene=ybeY;gene_biotype=protein_coding;locus_tag=At1D1108_00340	0	13.5	2.25	1.25	0.75	27.5	2.78084817512024	-0.0606772737261141	0.380032688877685	-0.159663301347331	0.873146311249793	NA
